Price,Hostel No.,Occupancy,Room Size,Floor
1530.0,1,2,972,4
2800.0,3,3,1375,8
1642.0,1,1,578,2
1540.0,1,2,983,4
1940.0,3,3,1181,4
1080.0,1,3,1242,4
800.0,2,3,1071,3
3240.0,3,2,1020,6
,3,2,1027,6
1220.0,3,2,1000,2
1506.0,3,3,1042,2
803.0,2,4,1295,1
1620.0,1,3,1308,1
3126.0,1,1,524,5
2200.0,1,1,615,8
,3,2,1186,5
2094.0,3,2,1191,3
1954.0,2,1,669,3
1050.0,1,3,1155,1
1200.0,1,4,1514,3
740.0,2,2,1015,2
2510.0,2,2,1058,8
5300.0,2,2,912,8
,3,1,723,7
1180.0,2,1,670,4
628.0,3,4,1248,1
1750.0,1,1,545,4
,3,1,606,5
,2,1,684,6
,2,2,1151,6
2152.0,2,2,949,1
1430.0,3,2,1133,3
2000.0,1,2,909,8
,2,1,738,7
940.0,3,2,900,4
3620.0,3,2,967,7
1672.0,1,2,963,3
1310.0,2,1,773,2
4250.0,3,2,934,5
1235.0,1,1,698,4
,1,2,907,8
,3,2,1094,5
3522.0,2,1,753,8
1180.0,3,2,1183,2
,3,2,995,8
1717.0,2,3,1222,4
3600.0,3,3,1302,6
,2,2,929,5
1042.0,1,2,999,4
2770.0,3,2,969,7
1381.0,3,2,979,4
3840.0,3,1,608,7
2552.0,1,3,1253,5
1620.0,1,1,615,2
,1,2,957,7
1330.0,2,3,1388,4
1120.0,2,1,695,2
5100.0,1,1,528,5
3500.0,2,1,769,5
2500.0,3,1,663,7
1070.0,3,3,1291,3
1110.0,2,1,792,4
,1,3,1135,7
1260.0,2,1,726,3
1319.0,2,3,1342,4
1084.0,3,2,1056,4
2800.0,2,2,1003,8
2300.0,2,1,717,3
,3,2,1041,7
,2,3,1028,6
1780.0,3,2,1154,1
,1,2,813,7
2200.0,1,2,977,7
,3,2,919,7
1850.0,3,2,961,1
1260.0,1,3,1312,4
,1,2,890,8
1620.0,1,3,1172,2
2400.0,1,1,530,5
,1,2,868,5
850.0,2,2,913,3
5110.0,3,2,967,7
780.0,1,3,1215,4
1000.0,2,2,1108,4
1080.0,3,2,906,4
990.0,3,1,749,3
840.0,3,2,1153,4
,1,1,586,7
1400.0,2,1,626,2
,3,2,1072,5
800.0,3,1,684,1
,3,1,789,8
3822.0,3,2,1198,5
3635.0,3,2,914,8
,1,2,845,7
1160.0,3,2,1099,3
,1,1,564,8
3100.0,3,2,919,5
2070.0,3,3,1155,4
4600.0,3,3,1007,5
,1,2,950,8
,2,1,715,5
880.0,2,4,1690,3
3030.0,1,3,1082,8
2560.0,2,1,659,8
1300.0,2,2,1036,2
2960.0,2,1,661,6
1160.0,2,3,1119,2
1601.776,3,1,665,3
,3,3,1115,8
1500.0,1,2,942,2
,2,2,1146,5
1850.0,1,1,659,1
,2,1,744,6
1570.0,2,3,1175,4
2080.0,1,2,964,5
2120.0,3,1,623,1
1240.0,1,2,943,2
,3,2,1121,5
1141.0,3,2,1079,3
1700.0,2,2,944,1
1728.0,2,2,1039,4
1392.0,1,1,714,3
990.0,2,3,1281,2
2500.0,3,2,977,6
820.0,1,2,845,4
,3,1,793,5
3520.0,3,2,1137,5
,3,2,1183,5
,1,2,879,8
960.0,1,2,890,1
1560.0,3,2,948,4
3262.0,2,2,1187,5
812.0,1,3,1395,4
,3,2,905,8
2311.0,1,1,583,6
2900.0,3,2,1119,5
1160.0,3,3,1041,4
,1,2,879,7
,3,2,931,7
1553.0,1,2,956,3
,3,2,1168,6
2354.0,2,3,1382,3
,3,1,641,5
2580.0,1,1,520,8
5100.0,1,1,722,5
,3,3,1339,8
2060.0,2,1,693,1
738.0,2,2,1162,3
2020.0,2,1,661,1
,1,2,922,7
2810.0,3,3,1023,7
1230.0,3,3,1030,3
1140.0,2,2,968,3
,1,3,1257,5
,3,2,992,5
860.0,3,3,1032,3
2190.0,2,2,1162,4
2250.0,2,3,1193,2
1320.0,3,1,723,1
2322.0,1,1,538,7
976.0,3,3,1349,3
1394.0,3,3,1003,3
2860.0,1,2,897,7
4600.0,1,2,939,7
1300.0,2,2,1193,1
1600.0,2,2,1118,3
1220.0,3,2,1163,3
3000.0,2,1,693,6
,3,2,997,6
1024.0,3,2,935,3
970.0,2,2,1099,1
,1,1,675,6
1720.0,1,2,853,2
,1,2,897,7
3700.0,1,2,967,5
1618.0,3,2,945,1
2940.0,2,2,1115,7
1600.0,1,2,914,3
,2,1,731,6
1240.0,2,1,660,4
1240.0,2,3,1389,4
825.0,1,3,1188,2
,2,3,1220,6
1640.0,3,3,1158,3
1116.0,1,3,1309,2
,2,3,1359,8
1740.0,3,2,1026,3
,3,2,1146,6
1504.0,1,2,950,2
,2,1,798,7
1481.0,2,1,721,4
3700.0,2,1,765,7
1160.0,2,2,1015,4
1700.0,1,1,613,2
,2,1,664,5
,1,2,988,8
1190.0,1,3,1222,4
,2,4,1690,5
1402.0,3,3,1180,1
1630.0,1,3,1178,4
,3,1,714,6
848.0,3,3,1227,4
1318.0,2,3,1340,4
,2,1,738,6
1170.0,2,3,1296,1
1560.0,2,2,901,4
,1,1,563,8
924.0,1,4,1729,2
3970.0,3,2,1054,8
2500.0,1,1,541,6
1464.0,1,2,821,3
,3,1,760,7
,3,2,1194,6
1502.0,3,2,1075,4
972.0,1,2,872,2
,2,1,711,7
3650.0,2,1,754,8
1030.0,2,3,1388,1
1175.0,1,3,1308,1
,3,1,726,8
2625.0,3,3,1350,7
,2,2,1168,6
1110.0,2,3,1063,3
1504.0,3,1,749,2
1422.0,3,3,1025,1
1645.0,2,3,1188,2
1164.0,3,2,1101,3
3620.0,3,1,735,5
3850.0,1,1,702,6
1452.0,3,3,1085,2
,3,3,1294,6
,2,2,1033,8
,2,3,1115,7
,3,2,1112,5
680.0,3,4,1732,4
2522.0,2,2,1083,6
2308.0,3,2,1130,4
1310.0,2,3,1110,4
,2,3,1320,7
1430.0,3,2,1005,1
2240.0,1,3,1318,5
2335.0,2,1,783,3
,3,2,1040,8
1588.0,3,2,953,3
,1,2,985,8
1702.0,1,2,980,1
1742.0,2,1,730,2
2140.0,1,1,525,8
880.0,3,2,1101,1
,2,2,905,6
2435.0,3,1,781,1
2610.0,1,1,692,7
852.0,2,2,939,1
1042.0,2,1,610,1
1900.0,1,2,812,4
1080.0,3,2,1183,3
1500.0,3,3,1240,3
2550.0,1,2,817,8
950.0,3,3,1205,3
1300.0,1,3,1371,4
1840.0,3,3,1069,1
1046.0,3,3,1224,2
3390.0,2,2,1010,8
980.0,1,3,1031,2
,2,3,1010,8
1200.0,3,1,670,3
3540.0,1,2,913,7
920.0,2,3,1228,3
,1,2,849,6
,3,2,964,6
1324.0,1,1,575,2
964.0,3,2,1062,1
1730.0,1,1,630,4
2100.0,1,1,746,8
1091.0,3,2,1089,4
,3,4,1357,8
,2,2,948,7
,2,1,704,6
1200.0,2,3,1211,3
3120.0,1,1,692,8
1192.0,3,4,1239,2
1168.0,2,3,1342,4
4400.0,2,1,682,8
2440.0,2,2,939,2
1920.0,1,3,1338,2
1770.0,3,2,1028,1
1600.0,2,2,954,1
,2,2,1071,5
4200.0,2,1,752,7
,1,2,904,6
1270.0,1,2,923,1
1090.0,2,2,1195,1
2415.0,2,1,750,3
,3,2,1137,5
1942.0,2,1,717,1
1980.0,2,3,1271,4
546.0,1,4,1216,2
992.0,1,3,1226,2
1110.0,1,1,631,1
1900.0,2,3,1014,2
1330.0,1,3,1196,1
6000.0,3,1,617,6
1300.0,2,2,1120,4
1710.0,2,3,1220,1
,3,2,1169,5
1100.0,2,3,1072,4
1130.0,1,2,855,3
1645.0,2,2,906,3
1070.0,3,3,1161,3
2500.0,3,1,639,8
1401.0,1,2,859,2
1520.0,3,3,1258,3
1950.0,3,3,1243,1
,3,3,1263,5
1910.0,2,4,1662,3
3210.0,2,2,1013,6
2030.0,3,1,773,3
1080.0,3,2,1158,1
3700.0,3,2,1121,7
1810.0,1,2,986,3
2150.0,1,1,674,5
2040.0,2,1,742,4
1454.0,1,2,925,1
1470.0,2,3,1337,2
3500.0,2,1,739,6
2050.0,2,2,1168,3
1144.0,1,2,807,2
780.0,2,3,1144,1
1370.0,2,1,618,3
1000.0,2,2,910,2
1980.0,2,1,644,3
1610.0,3,1,766,2
1824.0,1,1,686,3
1706.0,2,2,1136,3
1010.0,2,2,1061,1
1480.0,3,2,1171,3
1300.0,3,1,745,2
1280.0,3,3,1268,4
,2,1,797,8
1250.0,3,1,629,1
2430.0,3,2,1162,4
960.0,3,3,1276,1
1300.0,1,3,1354,1
1402.0,1,1,569,3
3460.0,3,1,673,6
2900.0,2,2,981,6
,2,2,1111,8
1500.0,1,2,978,3
2500.0,2,1,733,7
2400.0,3,2,994,2
2682.0,2,3,1134,8
800.0,2,3,1068,2
900.0,3,2,939,3
2700.0,2,1,736,8
,2,2,982,6
1730.0,3,2,1130,3
,2,2,985,6
1870.0,2,2,937,2
2872.0,3,2,969,5
1280.0,1,2,866,1
1780.0,1,2,894,4
2740.0,1,2,827,6
,2,2,1097,8
1412.0,2,1,671,3
2610.0,3,2,1037,5
1494.0,2,3,1292,2
1740.0,3,2,906,4
2600.0,2,3,1191,5
973.0,2,3,1273,1
,2,4,1497,5
1160.0,1,3,1016,3
1430.0,3,2,1167,3
1590.0,3,2,1123,2
1740.0,3,1,690,3
,3,1,766,6
,2,1,736,5
1714.0,2,3,1057,2
,1,2,972,8
1224.0,1,2,941,4
3174.0,2,2,1176,6
4230.0,3,4,1625,6
1252.0,3,3,1380,1
1250.0,3,2,931,1
3100.0,2,1,635,5
3520.0,1,2,912,7
1594.0,3,3,1069,3
,2,3,1206,8
930.0,3,1,604,3
1020.0,3,1,745,4
1564.0,2,2,1177,1
,2,1,785,7
2630.0,2,1,611,5
2400.0,3,1,778,2
,3,1,791,8
,2,3,1142,7
1360.0,3,2,1167,4
2240.0,2,1,625,3
2420.0,2,2,953,4
1540.0,2,1,777,3
1740.0,1,2,963,1
1383.0,3,3,1357,1
,3,2,907,6
2605.0,1,1,639,7
1960.0,2,3,1123,1
2300.0,2,2,953,2
1770.0,2,2,965,3
1800.0,3,2,907,2
1300.0,3,3,1299,4
,3,2,1192,7
2130.0,1,3,1088,7
1040.0,2,2,944,1
3400.0,1,2,917,8
980.0,1,2,834,3
1300.0,3,2,1031,4
1710.0,1,2,960,3
1952.0,2,1,738,4
2700.0,2,2,1169,6
,3,2,935,8
2411.0,1,3,1143,7
,3,2,1000,8
1592.0,1,3,1016,3
1160.0,2,2,932,2
,2,3,1371,8
2160.0,2,3,1235,4
840.0,2,2,1176,1
,1,2,940,5
1572.0,3,3,1306,3
2200.0,1,2,831,5
,2,1,603,8
,2,1,606,5
1236.0,2,3,1241,2
1260.0,3,1,727,4
,3,2,1075,6
1716.0,3,2,1192,2
1420.0,2,1,710,3
,2,2,916,6
2960.0,1,1,638,8
,1,3,1234,7
1724.0,1,2,990,4
,3,2,1002,8
2200.0,3,1,630,3
5050.0,1,2,916,7
,3,1,653,5
,2,2,996,7
1680.0,3,2,914,1
1090.0,1,2,848,3
,3,1,660,5
1199.998,2,3,1297,4
1750.0,3,3,1090,3
2900.0,2,1,653,5
2510.0,3,3,1100,6
820.0,2,4,1335,4
,1,1,666,5
1490.0,2,2,1023,3
4786.0,1,1,666,6
1107.0,2,2,1039,3
2670.0,3,2,951,6
,2,1,746,5
3950.0,2,2,901,5
1650.0,2,2,902,4
3050.0,1,2,964,7
1360.0,3,2,1102,3
,2,2,1180,7
,3,3,1268,6
1200.0,3,3,1322,1
1470.0,2,1,625,4
,2,3,1074,8
1490.0,1,2,975,3
1956.0,1,2,956,1
1870.0,3,2,1087,2
850.0,2,2,1180,2
3260.0,1,2,802,8
1365.0,3,2,911,3
2260.0,3,2,951,4
2050.0,3,2,964,4
1392.0,2,2,975,2
,1,1,544,6
1200.0,1,3,1246,4
,2,2,944,6
,2,2,1189,7
,1,2,810,5
845.0,3,3,1059,3
2150.0,1,2,970,8
2200.0,1,2,962,7
,2,4,1572,7
964.0,3,2,1050,1
1202.0,1,2,998,3
1420.0,2,2,1078,2
,3,3,1147,8
910.0,2,2,924,4
2872.0,2,3,1014,6
1000.0,2,1,731,4
980.0,2,2,1109,1
1620.0,2,2,1163,2
,2,2,1073,6
3930.0,2,1,758,5
,1,2,983,8
1900.0,2,1,770,1
,1,3,1309,5
,1,1,684,7
1862.0,3,3,1164,4
1740.0,3,3,1201,3
,1,1,513,8
1820.0,1,2,965,3
,3,3,1019,5
,3,2,994,5
1480.0,3,1,664,1
746.0,2,4,1331,1
,3,3,1187,5
,2,3,1083,5
1400.0,1,2,861,1
3200.0,1,2,877,7
,1,3,1356,7
,3,1,724,7
3630.0,1,1,643,6
2600.0,1,2,963,8
,2,2,1038,6
,3,2,923,5
,1,1,624,8
1940.0,3,2,971,3
1030.0,3,2,1131,4
825.0,3,3,1055,3
,3,2,910,6
1110.0,3,2,1139,3
1198.0,2,1,679,1
1840.0,2,1,764,3
3040.0,3,1,669,6
1072.5,2,2,1148,1
2550.0,2,2,1091,5
3900.0,2,1,612,8
3536.0,2,2,946,8
,2,1,632,6
2030.0,1,1,508,8
2600.0,3,1,718,8
,2,1,768,7
,2,3,1295,7
2050.0,1,2,969,8
,2,2,912,6
1520.0,3,2,1050,4
,2,2,1112,6
1484.0,2,1,745,2
,3,2,948,6
1000.0,2,3,1103,1
1676.0,2,2,1005,3
1491.0,1,1,522,1
1030.0,2,2,952,2
1442.0,3,3,1331,3
,1,4,1705,5
880.0,2,2,1038,4
,1,2,906,8
,1,2,846,5
1570.0,3,3,1165,4
695.0,3,4,1411,1
1620.0,2,3,1164,2
,1,1,664,8
,2,2,985,7
2160.0,2,3,1209,3
,1,2,947,5
,2,1,694,5
840.0,1,3,1051,4
772.0,3,2,1177,2
652.0,3,2,1056,2
2110.0,3,3,1032,3
,2,1,708,8
1570.0,2,3,1172,3
1030.0,2,2,1036,2
,2,1,764,6
,2,3,1011,7
1244.0,3,2,1013,3
1470.0,3,2,965,2
1070.0,2,2,932,2
,3,1,794,7
,3,3,1352,6
4400.0,2,1,717,5
1628.0,2,2,1069,1
1412.0,3,3,1196,4
,2,2,1195,7
1480.0,1,4,1667,4
,2,3,1134,5
4540.0,2,1,707,7
2680.0,3,1,607,5
,1,2,900,6
2470.0,3,3,1064,3
,2,3,1014,6
,1,1,647,5
2524.0,3,3,1231,8
1540.0,2,3,1210,3
1080.0,1,3,1081,2
1380.0,1,3,1217,2
1680.0,2,3,1384,2
2640.0,2,1,679,6
1250.0,2,1,760,3
,2,2,1145,6
3730.0,2,2,1008,8
,3,1,755,7
1674.0,1,3,1146,4
730.0,2,4,1218,1
2321.0,3,3,1004,4
1634.0,3,3,1251,4
,3,3,1179,5
930.0,3,3,1110,2
,2,2,989,7
,3,2,946,8
1310.0,1,3,1027,3
1380.0,1,2,959,3
1804.0,1,1,569,2
2200.0,1,2,877,5
1240.0,1,2,939,2
1540.0,1,2,804,4
2776.0,2,2,942,6
,1,2,953,6
2900.0,2,1,758,7
,3,2,1187,8
2450.0,2,2,1084,3
630.0,1,4,1497,3
1060.0,1,2,912,4
900.0,2,2,1056,3
1070.0,3,2,1146,1
670.0,1,2,973,2
660.0,3,4,1385,4
,3,2,1098,7
820.0,1,1,709,3
2860.0,3,2,1164,5
1514.0,1,2,936,3
3314.0,1,2,813,5
1450.0,3,2,1170,2
880.0,3,1,701,3
1136.0,3,2,1195,4
,2,2,1041,8
1021.0,1,2,913,4
3000.0,3,1,685,7
,2,2,1031,6
,1,1,592,8
2580.0,2,1,717,6
960.0,1,3,1295,2
2400.0,3,2,1042,3
1950.0,1,2,920,3
,2,2,1041,5
710.0,1,4,1665,4
1534.0,2,3,1056,4
714.0,1,4,1288,1
1904.0,3,2,1059,2
,3,2,1196,8
1460.0,2,1,798,4
760.0,2,3,1122,4
,3,3,1288,7
1221.0,1,1,629,4
1352.0,1,2,988,2
780.0,2,2,932,2
1758.0,2,2,1135,4
622.0,2,2,1144,1
2000.0,2,2,903,2
2000.0,1,2,958,7
3760.0,1,2,963,5
2100.0,2,2,1085,1
1544.0,3,2,1119,2
1720.0,1,2,857,3
,1,1,666,5
1161.0,1,2,866,3
,1,2,822,5
1600.0,3,2,912,3
,1,2,827,5
1357.0,1,2,860,2
1820.0,1,2,897,4
1860.0,2,3,1131,3
1224.0,2,2,964,1
1180.0,3,3,1399,1
1622.0,3,3,1342,3
,3,1,604,7
790.0,1,2,977,3
1143.0,3,2,1118,3
,1,3,1192,6
,3,2,999,6
,1,2,826,5
1235.0,2,3,1367,4
1170.0,1,2,805,2
920.0,3,4,1358,3
1832.0,2,2,1161,2
,3,3,1039,6
1340.0,2,3,1371,2
2300.0,3,1,694,3
2600.0,1,1,518,6
5710.0,3,2,1056,6
920.0,1,4,1520,4
2652.0,1,2,846,8
,1,2,870,6
3900.0,2,2,1072,5
,1,2,957,7
1576.0,2,3,1046,3
750.0,1,2,971,3
1674.0,2,1,797,1
3400.0,2,2,951,5
1680.0,3,2,1022,1
2040.0,3,3,1333,3
,2,1,726,7
2520.0,3,2,1083,5
,1,1,608,6
1051.0,2,2,1020,2
1024.0,3,3,1199,1
1620.0,3,4,1451,3
,3,1,646,6
1590.0,2,3,1270,2
980.0,1,3,1355,2
1200.0,3,2,1080,2
1322.0,3,2,1016,2
1433.0,3,2,1099,1
,2,2,1090,5
1512.0,3,2,924,2
4400.0,2,2,1089,6
760.0,3,3,1122,2
,3,1,631,7
2170.0,1,2,827,8
2210.0,1,1,545,6
,1,2,831,6
1460.0,1,2,848,4
880.0,2,4,1259,4
2280.0,1,1,646,8
2202.0,3,3,1220,3
3020.0,2,2,1186,5
1143.1,1,2,827,1
1410.0,3,2,989,1
,3,1,691,7
,3,3,1365,6
2700.0,3,1,673,7
1214.0,1,3,1239,4
800.0,1,2,932,2
984.0,3,2,1046,1
520.0,1,4,1546,3
1414.0,1,2,970,2
1242.0,2,3,1248,1
4420.0,1,2,886,6
1800.0,2,2,966,4
560.0,1,4,1488,4
2430.0,3,2,972,4
,2,2,1038,7
3982.0,1,1,535,8
,2,3,1225,5
1790.0,3,2,1077,2
,2,2,1126,6
1130.0,1,1,575,1
2050.0,2,1,665,4
1184.0,3,1,682,4
1034.0,3,3,1076,3
1520.0,1,2,950,4
,1,2,881,7
1100.0,2,2,971,1
2380.0,1,2,947,7
1440.0,1,2,810,2
1000.0,2,1,734,3
1900.0,3,2,1133,2
2360.0,1,3,1325,5
1361.0,1,3,1062,1
,1,2,937,8
1783.0,3,2,909,2
4888.0,3,1,663,5
1160.0,3,3,1129,3
1100.0,3,3,1094,2
,1,2,868,8
1620.0,1,2,952,2
970.0,2,3,1070,3
740.0,1,3,1137,3
1480.0,3,2,1181,1
3818.0,3,2,1031,6
982.0,1,3,1263,4
,2,2,1199,6
,1,2,975,6
2600.0,1,1,556,7
964.0,3,2,1199,1
3620.0,3,3,1032,6
901.0,2,2,1026,2
970.0,3,3,1362,1
1250.0,1,2,986,1
1472.0,3,2,1007,1
,2,3,1203,7
2830.0,3,1,660,7
2300.0,1,4,1225,6
1000.0,2,3,1187,4
1734.0,2,4,1541,3
,1,3,1157,7
,3,2,971,7
980.0,3,3,1098,3
,1,2,839,7
2202.0,3,2,1191,2
1270.0,1,2,828,3
,2,1,672,7
2840.0,2,1,655,7
1200.0,1,3,1179,1
3620.0,1,2,954,8
1280.0,1,2,801,2
2220.0,3,2,1103,1
,3,1,667,5
1340.0,3,3,1290,3
,3,3,1076,6
700.0,3,4,1213,1
,3,2,948,7
,3,2,925,5
840.0,1,2,929,3
884.0,2,1,650,1
,3,1,742,7
,2,2,947,5
,3,1,624,8
,2,2,1176,7
,2,2,901,8
3440.0,1,2,975,7
,1,1,642,6
,2,4,1352,7
2300.0,2,2,1198,4
2386.0,1,2,944,6
2960.0,2,1,716,8
,2,2,1058,8
1061.0,2,2,1032,1
1170.0,1,3,1033,4
1502.0,3,2,1023,1
1258.0,3,1,759,1
2120.0,3,2,1076,4
1570.0,3,2,1009,2
1200.0,3,1,728,4
,1,2,846,6
1510.0,1,1,738,1
1370.0,3,2,907,4
745.0,3,2,1089,2
1450.0,2,3,1299,4
1399.8,3,3,1132,3
,3,2,1116,7
,3,3,1242,7
2280.0,2,1,759,4
1236.0,1,2,819,1
4060.0,3,2,1127,8
,1,2,845,8
,1,2,850,5
2400.0,2,2,1093,3
3234.0,3,1,788,5
1040.0,2,2,919,1
1160.0,2,2,1003,2
4200.0,2,1,785,8
,3,1,609,8
1450.0,2,3,1167,4
,3,3,1028,8
,2,1,707,5
1010.0,1,2,832,4
1660.0,3,2,1173,4
3140.0,3,2,1193,7
1460.0,3,3,1052,3
1818.0,2,2,1042,4
1580.0,2,2,1039,2
2240.0,3,2,1059,1
,2,2,975,6
,3,3,1279,7
1332.0,3,2,1116,1
,2,1,742,6
2260.0,3,1,717,3
1430.0,2,1,685,4
1244.0,1,2,883,3
1600.0,2,1,795,1
1060.0,2,2,1095,3
2572.0,2,1,766,5
2120.0,2,2,1083,1
4400.0,3,1,784,5
1560.0,3,1,791,2
1962.0,2,3,1126,1
2870.0,2,4,1693,8
,1,2,987,6
4000.0,2,1,755,5
1280.0,3,1,779,1
2100.0,2,3,1132,3
,3,2,963,6
,3,1,637,7
1880.0,3,1,643,2
,1,3,1284,7
1950.0,1,1,597,1
2240.0,2,2,1008,1
1800.0,2,2,1097,4
1510.0,2,2,995,2
3400.0,1,1,681,6
880.0,2,2,1004,4
2200.0,2,2,1028,4
1510.0,1,1,693,2
2040.0,3,2,1185,4
3000.0,3,1,668,5
1045.0,2,3,1320,1
,3,4,1398,8
932.0,2,2,1077,4
1880.0,2,2,989,4
1360.0,2,2,1163,4
1960.0,2,2,1097,2
1990.0,1,2,997,3
1040.0,3,3,1105,3
1802.0,3,2,915,3
1450.0,2,2,1143,4
,3,2,1100,8
640.0,1,4,1507,3
2610.0,2,2,910,7
2720.0,3,1,772,5
1000.0,3,3,1397,1
3040.0,3,2,1180,7
1401.0,2,3,1334,4
1550.0,1,2,839,2
,3,1,770,5
,2,2,1053,6
,1,3,1017,6
2380.0,1,1,503,8
3060.0,2,1,605,8
1970.0,2,2,1196,2
,1,1,685,7
,2,1,741,7
1290.0,3,2,1104,4
6900.0,2,1,637,5
2820.0,1,2,966,7
995.0,3,2,1091,4
2340.0,3,1,700,3
,2,1,743,8
2040.0,3,2,1086,2
1670.0,2,1,651,3
935.0,1,3,1220,4
2000.0,2,2,1022,2
1060.0,2,1,603,4
1830.0,1,1,722,3
,1,2,890,6
1008.0,3,3,1023,4
,1,1,747,7
2090.0,2,2,1024,1
1412.0,2,2,979,1
,3,2,1093,8
3690.0,1,2,996,5
,3,3,1219,6
1517.0,3,3,1326,4
2320.0,2,1,773,4
2990.0,3,1,721,6
,2,1,609,8
1160.0,2,3,1332,4
1776.0,3,1,696,2
1410.0,1,3,1269,4
1134.0,1,2,965,4
1220.0,3,3,1196,4
2460.0,3,1,651,2
836.0,1,3,1306,2
1552.0,3,2,1162,4
1614.0,2,3,1074,2
,3,3,1028,8
1170.0,1,3,1272,2
2940.0,3,2,990,6
1338.0,2,3,1220,2
2190.0,2,1,733,2
1740.0,2,2,993,3
,1,2,855,6
1190.0,1,2,923,4
906.0,2,1,664,4
2850.0,2,1,760,7
3760.0,2,1,708,8
1200.0,2,3,1150,3
1430.0,2,2,1057,1
2400.0,2,1,713,1
672.0,1,4,1586,1
1270.0,3,3,1163,1
2652.0,3,3,1222,7
2000.0,2,2,938,1
1950.0,2,2,1131,3
1240.0,2,1,657,3
1420.0,1,2,812,2
1040.0,2,3,1368,2
960.0,3,2,1106,4
1800.0,1,2,803,4
1355.0,3,1,797,2
1532.0,2,2,1107,3
1690.0,3,1,726,1
2500.0,2,1,717,6
,3,2,993,7
1520.0,3,2,1070,2
,3,2,1049,5
4540.0,3,2,1147,6
1790.0,2,3,1204,1
1670.0,1,2,944,4
2160.0,2,1,651,3
1800.0,2,2,1074,3
834.0,1,1,577,3
1960.0,3,3,1238,3
,3,2,910,8
,3,1,642,6
,3,1,608,6
1480.0,1,2,962,4
2300.0,2,3,1059,2
1840.0,2,2,1043,2
,1,2,817,7
2100.0,3,1,678,1
,3,1,772,6
5000.0,3,2,977,8
2210.0,2,2,944,3
1540.0,2,1,742,1
1050.0,2,3,1090,3
1282.0,3,2,976,3
1604.0,1,1,673,4
,3,1,675,8
2910.0,1,2,880,7
,3,3,1343,7
3060.0,2,1,646,6
1200.0,2,2,1136,4
1370.0,1,2,816,3
1500.0,3,2,1193,4
1130.0,2,4,1573,2
2500.0,3,1,779,5
2234.0,2,1,660,4
2600.0,3,2,983,5
1310.0,2,3,1050,1
,1,2,902,6
1780.0,3,2,1018,4
2635.0,2,2,1074,6
747.0,2,3,1061,2
3214.0,2,2,1127,6
1095.0,3,3,1169,1
,2,4,1328,8
,3,2,992,5
1884.0,1,3,1313,4
1472.0,2,2,934,2
2120.0,2,3,1287,2
1760.0,3,2,1084,1
2200.0,3,1,696,4
,1,3,1240,6
3620.0,3,2,992,8
1321.0,3,2,1094,1
1100.0,3,2,1027,1
2790.0,3,2,982,7
,3,1,737,5
1740.0,3,2,1106,3
1340.0,2,2,917,1
2220.0,1,1,634,6
1820.0,1,2,891,2
2380.0,3,1,606,4
800.0,3,4,1653,2
2000.0,2,2,1098,2
1660.0,1,2,948,4
1630.0,1,2,963,1
1300.0,1,2,901,1
2210.0,3,3,1011,1
,3,2,964,5
1060.0,2,3,1113,1
2172.0,1,3,1025,5
2730.0,3,2,1058,6
,2,2,964,6
2550.0,2,1,709,8
,2,2,1043,6
1510.0,2,2,1122,3
1158.0,3,1,630,1
1170.0,3,3,1166,4
5150.0,2,1,617,5
2600.0,2,1,798,7
1274.0,2,3,1277,4
1020.0,1,3,1278,3
1110.0,3,2,907,3
1236.0,3,1,617,4
2060.0,1,1,529,5
3580.0,1,2,958,6
1560.0,1,3,1242,3
1200.0,3,1,629,2
2400.0,3,1,604,1
1760.0,3,1,613,3
1840.0,3,1,678,3
1610.0,1,1,566,3
2110.0,1,3,1080,6
3500.0,1,1,581,6
1970.0,3,2,1193,2
1750.0,1,3,1295,3
1200.0,3,3,1153,2
2286.0,2,3,1047,3
,1,3,1051,8
,3,1,634,7
1234.0,3,2,986,4
,2,1,712,5
,2,2,1000,6
3200.0,2,1,685,8
,3,2,1100,7
2902.0,1,2,977,8
3000.0,3,2,1155,6
1248.0,1,1,643,2
2230.0,3,2,952,1
1140.0,2,3,1353,4
1195.0,3,2,1162,2
2060.0,3,3,1049,3
2820.0,2,3,1331,6
1170.0,1,2,935,2
2400.0,2,1,708,2
1820.0,2,2,1041,3
1110.0,1,2,888,4
,2,2,943,6
3160.0,2,1,711,7
1800.0,1,1,740,1
,3,1,679,7
1550.0,2,2,1004,2
720.0,2,4,1377,1
3650.0,3,1,742,7
,1,3,1035,7
2600.0,3,2,995,5
1350.0,2,3,1112,2
3400.0,2,1,726,7
3240.0,2,1,602,8
1872.0,1,3,1310,2
974.0,2,2,1151,1
1342.0,2,3,1352,4
1870.0,1,2,937,3
1070.0,3,2,953,2
1900.0,3,1,788,4
,3,2,1174,8
,2,2,938,5
3100.0,3,2,944,5
,3,4,1691,5
3150.0,2,2,911,5
1510.0,2,2,1009,3
,3,1,674,5
1070.0,2,2,1185,3
3410.0,1,3,1063,6
,1,1,723,5
,1,2,865,6
1471.0,2,3,1147,3
1144.0,3,3,1258,1
,2,1,669,6
1870.0,3,2,1159,3
1010.0,2,2,999,3
,3,1,636,6
2440.0,1,2,815,8
2472.0,2,2,1114,3
1400.0,2,2,968,1
2800.0,2,2,1080,7
2380.0,2,1,768,2
1760.0,1,2,900,1
1700.0,1,2,898,4
2500.0,2,2,1058,5
